Period,March 24, 2018 -> Today at 2:59 PM,

,Time,Butler Trail - Crenshaw Bridge PC (Urban Trail)Butler Trail - Crenshaw Bridge PC (Urban Trail),Butler Trail - South Lamar PC (Urban Trail)Butler Trail - South Lamar PC (Urban Trail),Butler Trail - North Congress PC (Urban Trail)Butler Trail - North Congress PC (Urban Trail),Butler Trail - Longhorn Dam PC (Urban Trail)Butler Trail - Longhorn Dam PC (Urban Trail),Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 1 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 1 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 2 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 2 OUT,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 3 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 3 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 4 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 4 OUT,
,May 26, 2018 6:45 AM,82,50,32,37,34,34,12,9,43,16,19,28,3,,1,,2,,,,
,May 26, 2018 7:00 AM,103,82,53,20,31,31,20,3,61,50,31,15,3,1,2,1,8,,,1,
,May 26, 2018 7:15 AM,127,113,61,23,59,64,29,13,57,47,26,6,3,2,4,1,8,,2,3,
,May 26, 2018 7:30 AM,120,120,81,34,48,56,37,14,61,57,42,17,7,6,1,2,4,1,1,1,
,May 26, 2018 7:45 AM,195,105,81,37,77,59,25,16,101,40,51,13,3,3,1,7,14,3,4,1,
,May 26, 2018 8:00 AM,185,144,119,38,61,86,46,16,88,50,56,17,7,5,5,4,29,3,12,1,
,May 26, 2018 8:15 AM,179,123,106,42,77,79,47,23,70,41,47,16,18,2,5,1,14,1,7,2,
,May 26, 2018 8:30 AM,160,164,131,35,75,82,50,18,65,68,67,10,12,10,9,4,8,4,5,3,
,May 26, 2018 8:45 AM,170,149,118,59,92,79,44,26,58,58,57,22,10,6,8,7,10,6,9,4,
,May 26, 2018 9:00 AM,206,145,112,30,104,86,43,10,74,50,45,13,19,6,9,3,9,3,15,4,
,May 26, 2018 9:15 AM,182,155,142,43,93,77,59,15,56,56,60,14,18,15,10,6,15,7,13,8,
,May 26, 2018 9:30 AM,187,176,102,45,76,96,39,23,80,62,48,10,20,9,7,5,11,9,8,7,
,May 26, 2018 9:45 AM,183,118,141,48,82,59,54,8,67,48,65,20,17,4,14,8,17,7,8,12,
,May 26, 2018 10:00 AM,179,133,157,51,77,72,57,24,84,45,65,17,11,11,18,5,7,5,17,5,
,May 26, 2018 10:15 AM,181,166,121,44,70,96,56,15,71,43,49,21,14,16,13,6,26,11,3,2,
,May 26, 2018 10:30 AM,165,131,99,55,67,67,35,14,56,35,44,22,23,18,3,1,19,11,17,18,
,May 26, 2018 10:45 AM,131,154,149,34,40,61,37,13,57,67,78,8,17,13,16,9,17,13,18,4,
,May 26, 2018 11:00 AM,157,109,117,34,47,52,44,13,65,40,36,11,31,7,9,3,14,10,28,7,
,May 26, 2018 11:15 AM,134,106,124,39,46,44,34,18,48,39,41,7,19,11,26,5,21,12,23,9,
,May 26, 2018 11:30 AM,93,118,108,23,28,68,46,5,35,29,32,7,18,12,21,3,12,9,9,8,
,May 26, 2018 11:45 AM,90,98,90,17,36,43,21,5,24,42,31,1,16,4,22,1,14,9,16,10,
,May 26, 2018 12:00 PM,94,64,89,32,36,29,19,8,25,26,32,7,15,2,11,2,18,7,27,15,
,May 26, 2018 12:15 PM,91,125,70,25,33,59,20,5,20,35,21,6,24,16,16,7,14,15,13,7,
,May 26, 2018 12:30 PM,55,101,95,23,24,36,27,11,19,47,34,7,5,12,16,4,7,6,18,1,
,May 26, 2018 12:45 PM,57,70,49,38,14,34,17,7,17,24,10,20,13,8,6,4,13,4,16,7,
,May 26, 2018 1:00 PM,58,42,75,23,22,18,37,12,12,14,22,7,12,8,10,2,12,2,6,2,
,May 26, 2018 1:15 PM,51,86,51,12,12,26,12,,13,24,21,3,14,14,10,1,12,22,8,8,
,May 26, 2018 1:30 PM,52,56,64,18,14,20,11,2,16,22,21,5,11,11,9,5,11,3,23,6,
,May 26, 2018 1:45 PM,34,71,50,26,13,22,13,7,7,29,8,5,8,12,21,1,6,8,8,13,
,May 26, 2018 2:00 PM,30,65,54,23,11,18,27,5,9,26,17,6,7,16,5,3,3,5,5,9,
,May 26, 2018 2:15 PM,27,53,56,12,9,18,11,3,4,24,17,1,7,7,15,3,7,4,13,5,
,May 26, 2018 2:30 PM,26,46,35,22,6,10,14,9,6,22,8,5,7,4,3,4,7,10,10,4,
,May 26, 2018 2:45 PM,40,42,64,20,16,14,35,12,13,17,18,4,6,4,6,1,5,7,5,3,
,May 26, 2018 3:00 PM,36,38,65,10,16,15,26,,5,13,11,4,8,4,10,1,7,6,18,5,
,May 26, 2018 3:15 PM,35,56,69,19,10,18,23,9,7,20,23,1,9,5,8,7,9,13,15,2,
,May 26, 2018 3:30 PM,33,73,43,11,10,30,22,4,10,9,5,,8,26,8,6,5,8,8,1,
,May 26, 2018 3:45 PM,23,46,53,16,4,9,11,8,5,15,12,2,8,17,13,4,6,5,17,2,
,May 26, 2018 4:00 PM,27,25,39,6,5,12,9,3,6,3,14,1,10,6,8,2,6,4,8,,
,May 26, 2018 4:15 PM,26,48,39,16,4,13,12,5,3,24,14,2,13,5,6,6,6,6,7,3,
,May 26, 2018 4:30 PM,24,33,62,27,12,10,26,6,4,14,16,10,5,4,10,4,3,5,10,7,
,May 26, 2018 4:45 PM,29,42,40,11,15,13,10,5,3,10,9,2,8,12,13,2,3,7,8,2,
,May 26, 2018 5:00 PM,29,41,43,22,13,11,8,9,5,17,18,6,7,8,11,6,4,5,6,1,
,May 26, 2018 5:15 PM,53,33,39,18,33,14,14,10,3,8,14,4,10,6,4,1,7,5,7,3,
,May 26, 2018 5:30 PM,34,28,42,17,8,14,16,10,8,7,15,3,13,5,4,4,5,2,7,,
,May 26, 2018 5:45 PM,30,32,39,7,12,11,17,3,13,7,7,2,3,5,11,1,2,9,4,1,
,May 26, 2018 6:00 PM,34,31,43,17,16,16,18,6,3,7,16,4,11,8,4,5,4,,5,2,
,May 26, 2018 6:15 PM,25,17,74,15,11,4,32,7,3,3,26,3,7,5,5,2,4,5,11,3,
,May 26, 2018 6:30 PM,28,25,47,3,9,7,8,1,3,10,26,1,9,6,4,1,7,2,9,,
,May 26, 2018 6:45 PM,39,36,57,11,9,10,20,,1,12,21,4,17,11,10,3,12,3,6,4,
,May 26, 2018 7:00 PM,31,26,77,9,17,7,29,6,5,10,43,,5,3,1,3,4,6,4,,
,May 26, 2018 7:15 PM,22,26,107,17,12,8,38,8,3,4,54,3,5,6,9,3,2,8,6,3,
,May 26, 2018 7:30 PM,29,42,159,5,12,21,39,,7,6,105,1,5,10,6,3,5,5,9,1,
,May 26, 2018 7:45 PM,31,36,158,6,8,13,51,5,9,13,97,1,8,4,6,,6,6,4,,
,May 26, 2018 8:00 PM,27,33,140,17,15,11,49,1,6,8,79,8,4,10,4,5,2,4,8,3,
,May 26, 2018 8:15 PM,22,24,108,9,8,12,35,5,8,4,68,1,5,4,2,1,1,4,3,2,
,May 26, 2018 8:30 PM,27,10,81,5,18,2,29,1,6,4,40,,1,2,4,3,2,2,8,1,
,May 26, 2018 8:45 PM,24,8,110,9,13,6,71,6,7,2,35,2,3,,1,,1,,3,1,
,May 26, 2018 9:00 PM,13,8,277,2,5,1,213,1,2,4,56,,4,1,5,1,2,2,3,,
,May 26, 2018 9:15 PM,9,7,113,5,3,2,85,,3,2,28,,2,2,,,1,1,,5,
,May 26, 2018 9:30 PM,1,2,24,,1,1,7,,,1,7,,,,1,,,,9,,
,May 26, 2018 9:45 PM,4,1,16,,2,1,9,,2,,7,,,,,,,,,,
,May 26, 2018 10:00 PM,5,,3,2,2,,2,,1,,1,1,1,,,,1,,,1,
,May 26, 2018 10:15 PM,10,,9,3,4,,1,,4,,3,,2,,,2,,,5,1,
,May 26, 2018 10:30 PM,2,,2,6,1,,2,,,,,2,,,,1,1,,,3,
,May 26, 2018 10:45 PM,,,8,3,,,4,,,,4,,,,,,,,,3,
,May 26, 2018 11:00 PM,,,2,1,,,,,,,,,,,,,,,2,1,
,May 26, 2018 11:15 PM,2,1,,4,2,1,,,,,,3,,,,1,,,,,
,May 26, 2018 11:30 PM,,,7,1,,,2,,,,3,,,,,,,,2,1,
,May 26, 2018 11:45 PM,1,1,,2,,,,,,,,1,,1,,,1,,,1,
,May 27, 2018 12:00 AM,1,,,1,,,,,,,,,,,,,1,,,1,
,May 27, 2018 12:15 AM,5,,1,1,,,,,1,,,,,,,,4,,1,1,
,May 27, 2018 12:30 AM,,1,5,,,1,,,,,,,,,5,,,,,,
,May 27, 2018 12:45 AM,,,9,4,,,2,1,,,7,2,,,,,,,,1,
,May 27, 2018 1:00 AM,,,4,,,,2,,,,,,,,1,,,,1,,
,May 27, 2018 1:15 AM,,,1,,,,,,,,1,,,,,,,,,,
,May 27, 2018 1:30 AM,,,2,,,,2,,,,,,,,,,,,,,
,May 27, 2018 1:45 AM,,,3,2,,,1,,,,1,2,,,1,,,,,,
,May 27, 2018 2:00 AM,1,,,,,,,,1,,,,,,,,,,,,
,May 27, 2018 2:15 AM,,,1,1,,,,,,,1,1,,,,,,,,,
,May 27, 2018 2:30 AM,,,2,1,,,2,1,,,,,,,,,,,,,
,May 27, 2018 2:45 AM,,,4,7,,,,2,,,4,4,,,,,,,,1,
,May 27, 2018 3:00 AM,1,,5,3,,,3,,,,2,1,1,,,1,,,,1,
,May 27, 2018 3:15 AM,,,1,,,,,,,,,,,,,,,,1,,
,May 27, 2018 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,May 27, 2018 3:45 AM,,,,2,,,,,,,,1,,,,,,,,1,
,May 27, 2018 4:00 AM,,,2,,,,1,,,,1,,,,,,,,,,
,May 27, 2018 4:15 AM,,,,2,,,,,,,,1,,,,1,,,,,
,May 27, 2018 4:30 AM,,,1,,,,,,,,,,,,,,,,1,,
,May 27, 2018 4:45 AM,1,,,,1,,,,,,,,,,,,,,,,
,May 27, 2018 5:00 AM,1,,,,,,,,1,,,,,,,,,,,,
,May 27, 2018 5:15 AM,1,,,,,,,,1,,,,,,,,,,,,
,May 27, 2018 5:30 AM,4,3,,,1,,,,3,3,,,,,,,,,,,
,May 27, 2018 5:45 AM,2,,5,2,,,2,1,1,,3,1,,,,,1,,,,
,May 27, 2018 6:00 AM,19,3,3,,2,2,,,14,,3,,,1,,,3,,,,
,May 27, 2018 6:15 AM,22,28,9,3,11,22,6,,8,5,3,1,,1,,1,3,,,1,
,May 27, 2018 6:30 AM,22,27,17,7,9,19,7,4,11,7,7,3,1,1,1,,1,,2,,
,May 27, 2018 6:45 AM,44,26,29,28,12,16,10,21,31,10,12,2,,,4,3,1,,3,2,
,May 27, 2018 7:00 AM,97,61,44,28,32,36,13,10,52,24,25,13,1,,,2,12,1,6,3,
,May 27, 2018 7:15 AM,94,95,53,15,45,57,11,9,38,29,32,5,3,7,3,,8,2,7,1,
,May 27, 2018 7:30 AM,106,83,83,44,25,47,41,15,62,24,39,21,9,7,,3,10,5,3,5,
,May 27, 2018 7:45 AM,131,105,81,44,51,59,31,31,61,37,42,11,12,5,2,2,7,4,6,,
,May 27, 2018 8:00 AM,190,126,115,36,83,78,36,9,89,43,71,17,7,3,1,4,11,2,7,6,
,May 27, 2018 8:15 AM,132,139,109,33,53,78,38,14,59,55,55,8,9,2,5,4,11,4,11,7,
,May 27, 2018 8:30 AM,152,121,114,42,68,60,38,20,62,50,63,16,10,4,8,2,12,7,5,4,
,May 27, 2018 8:45 AM,162,125,91,49,83,68,31,23,57,50,52,10,11,3,5,3,11,4,3,13,
,May 27, 2018 9:00 AM,159,123,123,43,85,67,57,16,52,47,43,16,13,5,9,7,9,4,14,4,
,May 27, 2018 9:15 AM,149,109,112,41,63,62,48,18,51,39,50,11,18,7,7,4,17,1,7,8,
,May 27, 2018 9:30 AM,169,158,121,52,77,97,51,17,71,46,52,22,15,8,11,6,6,7,7,7,
,May 27, 2018 9:45 AM,176,159,119,25,74,81,56,7,69,63,37,9,11,6,18,3,22,9,8,6,
,May 27, 2018 10:00 AM,180,174,107,35,72,90,37,5,67,62,45,22,19,16,9,4,22,6,16,4,
,May 27, 2018 10:15 AM,163,155,115,54,64,80,36,22,63,55,47,24,17,9,12,2,19,11,20,6,
,May 27, 2018 10:30 AM,155,147,117,33,53,78,58,19,69,44,40,5,17,16,8,2,16,9,11,7,
,May 27, 2018 10:45 AM,129,143,126,36,42,86,53,12,58,32,34,8,16,16,21,3,13,9,18,13,
,May 27, 2018 11:00 AM,137,117,120,28,50,50,35,6,56,40,57,8,15,14,17,10,16,13,11,4,
,May 27, 2018 11:15 AM,100,128,156,54,35,69,56,17,34,43,56,14,18,11,18,8,13,5,26,15,
,May 27, 2018 11:30 AM,103,115,100,52,48,57,38,16,26,38,34,16,19,13,19,5,10,7,9,15,
,May 27, 2018 11:45 AM,99,86,88,37,43,42,30,11,36,29,28,11,10,12,18,7,10,3,12,8,
,May 27, 2018 12:00 PM,85,117,100,42,34,40,24,23,35,39,36,7,7,15,15,6,9,23,25,6,
,May 27, 2018 12:15 PM,84,76,100,16,24,48,36,6,26,13,30,2,16,7,20,6,18,8,14,2,
,May 27, 2018 12:30 PM,67,65,100,34,22,23,35,6,17,23,34,8,19,7,13,5,9,12,18,15,
,May 27, 2018 12:45 PM,49,66,78,26,16,31,27,8,16,19,30,9,7,12,8,6,10,4,13,3,
,May 27, 2018 1:00 PM,46,79,60,23,21,26,26,7,15,30,17,4,6,12,3,7,4,11,14,5,
,May 27, 2018 1:15 PM,55,79,72,22,15,31,35,6,19,26,24,3,9,8,6,12,12,14,7,1,
,May 27, 2018 1:30 PM,50,66,65,16,15,33,23,2,17,16,15,7,9,14,10,,9,3,17,7,
,May 27, 2018 1:45 PM,37,66,83,12,14,25,29,3,7,25,26,3,8,11,14,6,8,5,14,,
,May 27, 2018 2:00 PM,41,43,62,17,16,22,15,6,11,16,13,4,9,2,20,3,5,3,14,4,
,May 27, 2018 2:15 PM,47,54,44,40,20,29,13,19,11,16,13,14,8,4,6,6,8,5,12,1,
,May 27, 2018 2:30 PM,56,66,44,11,23,36,17,3,10,15,12,2,10,11,5,3,13,4,10,3,
,May 27, 2018 2:45 PM,40,58,40,7,18,19,14,3,10,24,15,1,7,7,3,1,5,8,8,2,
,May 27, 2018 3:00 PM,28,59,60,12,11,21,22,3,5,24,14,1,5,10,6,4,7,4,18,4,
,May 27, 2018 3:15 PM,35,57,54,53,10,22,27,38,13,20,9,11,8,10,8,4,4,5,10,,
,May 27, 2018 3:30 PM,45,25,49,12,7,9,13,2,12,7,9,2,12,4,18,4,14,5,9,4,
,May 27, 2018 3:45 PM,41,47,42,19,13,17,10,11,5,17,13,2,14,10,2,5,9,3,17,1,
,May 27, 2018 4:00 PM,39,61,43,8,5,26,12,5,7,11,6,1,14,17,12,1,13,7,13,1,
,May 27, 2018 4:15 PM,45,64,23,13,14,25,12,5,2,18,4,2,17,11,6,4,12,10,1,2,
,May 27, 2018 4:30 PM,41,48,62,15,16,13,16,9,11,23,17,1,7,7,18,4,7,5,11,1,
,May 27, 2018 4:45 PM,27,45,35,18,16,12,12,8,,23,10,2,8,8,6,5,3,2,7,3,
,May 27, 2018 5:00 PM,26,30,51,11,8,13,16,5,3,12,10,1,9,2,15,2,6,3,10,3,
,May 27, 2018 5:15 PM,22,29,32,14,10,17,10,7,4,7,4,1,7,4,13,2,1,1,5,4,
,May 27, 2018 5:30 PM,25,20,42,28,12,4,19,10,9,10,13,6,2,2,3,3,2,4,7,9,
,May 27, 2018 5:45 PM,48,46,30,7,20,16,14,4,9,16,8,1,14,11,2,2,5,3,6,,
,May 27, 2018 6:00 PM,27,47,27,6,14,16,8,4,3,11,14,,7,10,3,2,3,10,2,,
,May 27, 2018 6:15 PM,24,31,50,17,9,7,20,6,3,16,15,2,7,5,8,5,5,3,7,4,
,May 27, 2018 6:30 PM,44,34,53,11,13,10,26,5,8,12,15,2,10,6,7,3,13,6,5,1,
,May 27, 2018 6:45 PM,28,36,59,15,12,9,26,6,3,9,19,,8,7,8,8,5,11,6,1,
,May 27, 2018 7:00 PM,16,37,60,22,10,13,16,6,,12,38,7,3,3,1,5,3,9,5,4,
,May 27, 2018 7:15 PM,25,24,126,24,6,17,48,9,6,3,55,13,7,4,11,1,6,,12,1,
,May 27, 2018 7:30 PM,27,38,91,9,5,14,33,3,11,17,44,4,4,3,9,,7,4,5,2,
,May 27, 2018 7:45 PM,33,23,95,28,18,9,28,9,6,9,58,12,5,3,8,4,4,2,1,3,
,May 27, 2018 8:00 PM,25,28,83,16,13,12,20,8,3,8,58,2,4,4,3,5,5,4,2,1,
,May 27, 2018 8:15 PM,34,28,105,7,20,11,37,4,5,8,56,3,5,7,6,,4,2,6,,
,May 27, 2018 8:30 PM,15,27,83,19,7,12,36,13,6,9,42,2,1,2,2,1,1,4,3,3,
,May 27, 2018 8:45 PM,28,10,69,21,14,4,29,11,8,3,35,9,5,3,,,1,,5,1,
,May 27, 2018 9:00 PM,14,4,245,7,7,1,172,,2,2,70,2,4,,2,3,1,1,1,2,
,May 27, 2018 9:15 PM,9,4,134,7,3,1,91,3,6,,39,3,,3,2,,,,2,1,
,May 27, 2018 9:30 PM,11,,37,8,8,,24,2,2,,9,4,1,,3,2,,,1,,
,May 27, 2018 9:45 PM,7,3,10,7,2,1,3,2,4,2,4,2,1,,1,1,,,2,2,
,May 27, 2018 10:00 PM,10,1,7,1,,,4,,7,,1,,1,1,2,,2,,,1,
,May 27, 2018 10:15 PM,3,6,2,4,,3,1,,1,1,,2,2,2,,1,,,1,1,
,May 27, 2018 10:30 PM,3,,8,13,1,,2,7,1,,3,5,1,,,,,,3,1,
,May 27, 2018 10:45 PM,6,2,2,,3,2,1,,1,,,,,,1,,2,,,,
,May 27, 2018 11:00 PM,1,1,5,2,1,,,,,,1,,,1,,,,,4,2,
,May 27, 2018 11:15 PM,5,1,10,3,3,,2,,2,,,1,,,5,1,,1,3,1,
,May 27, 2018 11:30 PM,1,1,5,2,1,,,1,,1,1,1,,,,,,,4,,
,May 27, 2018 11:45 PM,,1,4,5,,1,,1,,,1,2,,,1,,,,2,2,
,May 28, 2018 12:00 AM,4,,2,1,,,,1,2,,,,1,,,,1,,2,,
,May 28, 2018 12:15 AM,1,2,5,,,1,,,1,1,5,,,,,,,,,,
,May 28, 2018 12:30 AM,2,,,1,1,,,,1,,,,,,,,,,,1,
,May 28, 2018 12:45 AM,1,,,,1,,,,,,,,,,,,,,,,
,May 28, 2018 1:00 AM,1,2,,,1,1,,,,,,,,1,,,,,,,
,May 28, 2018 1:15 AM,1,,1,1,,,,1,1,,1,,,,,,,,,,
,May 28, 2018 1:30 AM,1,2,,,1,,,,,2,,,,,,,,,,,
,May 28, 2018 1:45 AM,,2,,,,2,,,,,,,,,,,,,,,
,May 28, 2018 2:00 AM,,,,,,,,,,,,,,,,,,,,,
,May 28, 2018 2:15 AM,,,3,,,,,,,,3,,,,,,,,,,
,May 28, 2018 2:30 AM,,,5,,,,4,,,,1,,,,,,,,,,
,May 28, 2018 2:45 AM,,,,2,,,,,,,,2,,,,,,,,,
,May 28, 2018 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,May 28, 2018 3:15 AM,,,1,,,,,,,,,,,,1,,,,,,
,May 28, 2018 3:30 AM,2,,,,,,,,,,,,,,,,2,,,,
,May 28, 2018 3:45 AM,1,,2,1,,,1,1,,,,,1,,1,,,,,,
,May 28, 2018 4:00 AM,1,2,,1,,1,,,,1,,,,,,,1,,,1,
,May 28, 2018 4:15 AM,1,1,,1,,,,1,,1,,,1,,,,,,,,
,May 28, 2018 4:30 AM,,1,,,,1,,,,,,,,,,,,,,,
,May 28, 2018 4:45 AM,1,,,2,1,,,1,,,,,,,,1,,,,,
,May 28, 2018 5:00 AM,2,,,,2,,,,,,,,,,,,,,,,
,May 28, 2018 5:15 AM,3,2,2,3,2,1,1,1,,1,1,1,,,,,1,,,1,
,May 28, 2018 5:30 AM,1,2,8,,,2,2,,1,,5,,,,,,,,1,,
,May 28, 2018 5:45 AM,13,3,1,1,7,2,,,6,1,1,1,,,,,,,,,
,May 28, 2018 6:00 AM,27,8,,5,14,4,,,10,3,,5,3,,,,,1,,,
,May 28, 2018 6:15 AM,18,19,7,5,9,15,3,3,9,4,2,1,,,2,1,,,,,
,May 28, 2018 6:30 AM,32,21,17,3,14,10,8,,9,7,7,2,4,3,,,5,1,2,1,
,May 28, 2018 6:45 AM,60,18,24,14,29,11,7,3,26,5,15,11,1,2,1,,4,,1,,
,May 28, 2018 7:00 AM,86,56,42,22,47,38,19,11,35,12,18,3,3,4,4,1,1,2,1,7,
,May 28, 2018 7:15 AM,95,78,52,19,41,53,20,8,46,18,27,6,4,3,1,3,4,4,4,2,
,May 28, 2018 7:30 AM,122,60,62,54,47,40,24,24,52,16,30,20,9,2,4,4,14,2,4,6,
,May 28, 2018 7:45 AM,121,78,63,43,57,35,18,21,56,34,34,13,5,9,2,5,3,,9,4,
,May 28, 2018 8:00 AM,142,91,74,41,69,60,22,26,49,26,40,8,9,4,3,4,15,1,9,3,
,May 28, 2018 8:15 AM,150,96,69,49,68,54,18,25,56,31,36,13,10,11,6,5,16,,9,6,
,May 28, 2018 8:30 AM,120,99,103,45,61,53,38,18,43,39,46,9,8,3,3,14,8,4,16,4,
,May 28, 2018 8:45 AM,140,114,130,26,78,58,39,11,37,47,61,7,13,4,9,5,12,5,21,3,
,May 28, 2018 9:00 AM,149,122,96,49,80,66,28,21,25,45,56,22,30,5,5,3,14,6,7,3,
,May 28, 2018 9:15 AM,135,138,114,45,69,76,45,15,36,42,49,18,15,14,7,4,15,6,13,8,
,May 28, 2018 9:30 AM,168,129,131,54,89,60,62,24,48,44,46,12,16,15,11,11,15,10,12,7,
,May 28, 2018 9:45 AM,172,115,116,53,78,66,45,30,65,33,39,15,15,7,12,4,14,9,20,4,
,May 28, 2018 10:00 AM,154,121,115,42,60,53,38,16,52,51,51,9,27,5,12,5,15,12,14,12,
,May 28, 2018 10:15 AM,126,138,102,48,44,65,43,19,54,48,29,14,14,14,15,6,14,11,15,9,
,May 28, 2018 10:30 AM,156,130,122,58,48,59,47,30,58,42,36,17,24,17,18,6,26,12,21,5,
,May 28, 2018 10:45 AM,124,99,118,40,52,46,46,9,36,37,40,5,21,7,15,4,15,9,17,22,
,May 28, 2018 11:00 AM,92,95,95,48,30,34,27,17,38,44,38,12,13,9,18,14,11,8,12,5,
,May 28, 2018 11:15 AM,108,85,125,41,37,45,55,12,45,25,32,12,14,6,26,8,12,9,12,9,
,May 28, 2018 11:30 AM,111,82,94,37,28,40,36,16,37,25,28,7,22,10,17,6,24,7,13,8,
,May 28, 2018 11:45 AM,109,91,74,25,36,51,22,10,35,21,24,4,11,13,16,3,27,6,12,8,
,May 28, 2018 12:00 PM,66,86,96,32,26,36,29,7,26,31,25,6,6,6,20,3,8,13,22,16,
,May 28, 2018 12:15 PM,80,96,69,40,29,45,28,21,18,29,14,8,13,14,13,7,20,8,14,4,
,May 28, 2018 12:30 PM,61,73,60,24,12,34,19,6,27,28,13,7,7,9,14,3,15,2,14,8,
,May 28, 2018 12:45 PM,73,65,72,40,25,28,17,13,23,20,28,10,13,10,15,7,12,7,12,10,
,May 28, 2018 1:00 PM,72,68,92,22,24,31,31,7,18,21,21,11,10,7,18,,20,9,22,4,
,May 28, 2018 1:15 PM,69,74,59,35,17,38,14,20,26,23,19,7,11,8,11,5,15,5,15,3,
,May 28, 2018 1:30 PM,51,68,34,25,17,27,14,11,12,26,9,6,8,2,5,3,14,13,6,5,
,May 28, 2018 1:45 PM,56,57,52,11,26,31,15,6,21,19,21,1,5,7,2,4,4,,14,,
,May 28, 2018 2:00 PM,51,56,62,16,14,29,19,5,16,18,13,6,5,8,20,4,16,1,10,1,
,May 28, 2018 2:15 PM,45,52,51,28,17,22,17,5,13,17,13,8,9,8,9,2,6,5,12,13,
,May 28, 2018 2:30 PM,51,81,41,18,14,31,14,8,14,31,12,3,15,4,8,3,8,15,7,4,
,May 28, 2018 2:45 PM,37,32,39,12,12,12,8,4,7,12,11,2,9,3,8,1,9,5,12,5,
,May 28, 2018 3:00 PM,32,53,52,9,14,31,18,5,4,11,17,1,7,9,7,,7,2,10,3,
,May 28, 2018 3:15 PM,44,42,35,12,11,22,10,9,16,12,11,,15,2,5,2,2,6,9,1,
,May 28, 2018 3:30 PM,43,65,35,13,8,27,8,4,9,19,12,5,16,10,7,2,10,9,8,2,
,May 28, 2018 3:45 PM,33,40,52,15,14,15,19,4,5,18,8,4,9,4,9,2,5,3,16,5,
,May 28, 2018 4:00 PM,24,56,32,10,7,23,3,2,4,25,8,3,7,3,10,2,6,5,11,3,
,May 28, 2018 4:15 PM,41,58,30,9,18,15,13,2,7,22,3,4,9,9,8,2,7,12,6,1,
,May 28, 2018 4:30 PM,29,50,28,5,15,19,11,1,4,20,4,,5,6,6,2,5,5,7,2,
,May 28, 2018 4:45 PM,33,32,33,20,16,14,11,8,8,11,11,4,7,1,8,5,2,6,3,3,
,May 28, 2018 5:00 PM,40,44,29,15,26,22,6,10,2,12,5,1,7,3,14,3,5,7,4,1,
,May 28, 2018 5:15 PM,40,29,39,16,16,9,10,7,9,9,12,1,12,8,12,5,3,3,5,3,
,May 28, 2018 5:30 PM,41,32,30,17,17,12,13,7,15,9,10,4,9,6,4,5,,5,3,1,
,May 28, 2018 5:45 PM,34,22,44,15,21,6,22,3,2,12,9,3,8,2,7,5,3,2,6,4,
,May 28, 2018 6:00 PM,35,28,25,17,15,11,8,3,6,8,6,8,11,5,6,2,3,4,5,4,
,May 28, 2018 6:15 PM,24,39,35,16,12,17,14,5,4,15,8,6,5,3,5,3,3,4,8,2,
,May 28, 2018 6:30 PM,24,46,37,21,7,15,9,11,6,18,14,2,7,8,6,3,4,5,8,5,
,May 28, 2018 6:45 PM,21,33,47,23,10,19,14,4,6,11,23,13,3,2,6,3,2,1,4,3,
,May 28, 2018 7:00 PM,29,38,60,9,13,28,16,2,7,5,28,5,5,3,10,,4,2,6,2,
,May 28, 2018 7:15 PM,32,46,49,19,12,21,13,6,8,15,25,1,7,7,3,3,5,3,8,9,
,May 28, 2018 7:30 PM,31,52,77,14,16,17,19,6,10,18,40,3,4,8,9,1,1,9,9,4,
,May 28, 2018 7:45 PM,27,46,71,16,13,18,27,8,3,19,37,2,6,4,3,3,5,5,4,3,
,May 28, 2018 8:00 PM,34,36,65,14,15,9,15,3,7,16,36,9,7,8,6,2,5,3,8,,
,May 28, 2018 8:15 PM,26,31,46,25,15,11,14,12,9,12,22,10,1,4,7,,1,4,3,3,
,May 28, 2018 8:30 PM,30,20,54,6,18,10,16,2,2,8,34,2,2,1,1,1,8,1,3,1,
,May 28, 2018 8:45 PM,11,16,54,12,8,5,29,5,1,6,22,6,1,5,1,1,1,,2,,
